doc_id,text
137,#İsrail Başbakanı Netanyahu: Afrikalı göçmenler terörden tehlikeli https://t.co/jBwnJ1sCVA https://t.co/f4TELhpZQu
138,Erkekler için doğum kontrol hapında yeni gelişme https://t.co/XB76Au9Q9j https://t.co/A24U9qQU55
139,Mazlumun umudu Türk Kızılayı Afrinlilerin yanında https://t.co/dHC2RL4sRq https://t.co/7eEcisqdZ1
140,"RT @aa_spor: Voleybol Erkekler CEV Kupası'nda Ziraat Bankası finale yükselmeyi garantiledi 

Ziraat Bankası'nın rakibi Rusya'nın Belogorie…"
141,"❝Afrin'de klor gazı kullanıldığına dair hiçbir kanıt yok❞

Kimyasal Silahların Yasaklanması Örgütü Genel Direktörü Üzümcü'den #Afrin açıklaması https://t.co/JLxA15MZIc https://t.co/F8FE6pptQt"
142,"ABD Başkanı Trump, Suudi Veliaht Prens Selman ile görüştü 

Beyaz Saray'daki görüşmede ağırlıklı olarak iki ülke arasındaki silah ve yatırım anlaşmaları ile İran konusu ele alındı https://t.co/cI4IfmsZWr https://t.co/HyN8nWkQNN"
143,AK Parti'nin #İstanbul'daki 14 ilçe başkan adayı belirlendi https://t.co/Lr2HCXLnaM https://t.co/dHiRhGQxB9
144,"- Eşim sadece vatanını, milletini düşündü
- Bu şahıslar kendi vatandaşlarına, Türk bayrağına nasıl ateş ettiler?

Fetullahçı Terör Örgütü'nün darbe girişiminde 15 Temmuz Şehitler Köprüsü'nde şehit düşen Köksal Karmil’in eşi mahkemede konuştu https://t.co/zeIlyDLgpx https://t.co/Pq9v9h686K"
145,"❝Bölge halkı kardeşimiz. Türk, Kürt, Arap, Acem ve bu topraklarda yaşayan herkes dost ve kardeş❞

2. Ordu Komutanı Korgeneral İsmail Metin Temel’den Afrin’de kardeşlik mesajı https://t.co/fyyUm5u12S https://t.co/JujHQUEJ9z"
146,Terör yuvasına dönüştürülen #Afrin huzuru arıyor https://t.co/1YmB15AWqF https://t.co/iPkAUjMAQm
147,AK Parti Sözcüsü Ünal: Seçimler kendi tarihinde olacak https://t.co/hyLkhcLaR5 https://t.co/rpAzwrw4cz
148,#Almanya'da cami önüne domuz başı bırakıldı https://t.co/V0b1RwF0bX https://t.co/DXMx5zM62O
149,"AFAD ekipleri #Afrin'de ihtiyaç sahibi 713 aileye, 2. Ordu Komutanı Korgeneral İsmail Metin Temel'in de katılımıyla yardım götürdü

Suriye'de terörden arındırılan bölgelere insani yardım https://t.co/V4nb0ZT596 https://t.co/iC8nPiGter"
150,"RT @AACanli: Beşşar Esed rejimi ve destekçilerinin, Doğu Guta'ya yönelik aralıksız bombardımanlarında 59 sivil hayatını kaybetti."
151,"İsrail mahkemesi, 1948 Filistin İslami Hareketi lideri Raid Salah'ın şartlı tahliyesini prensipte kabul etti 

Raid Salah'a şartlı tahliye ihtimali https://t.co/ImxWTlvWa8 https://t.co/UeIFvY6nWw"
152,Fetullahçı Terör Örgütü’nün yurt dışına kaçan firarileri https://t.co/MtfKjQHdh8 https://t.co/Yx1aHWDky0
153,"❝Bu işin püf noktası işte şu ellerdir❞

'İnsana dair' videoların tamamı #YouTube kanalımızda ▶ https://t.co/Gz8O87kiBd https://t.co/0qVRZutmtx"
154,'#Gana'da halkın sadece yüzde 27'si temiz suya erişebiliyor' https://t.co/h905HqKS43 https://t.co/mNuCYjJZMr
155,#Facebook hisseleri yüzde 6 daha değer kaybetti https://t.co/Wzl9QUvvhi https://t.co/z6aTB8JTu8
156,Bakan Kaya'dan 'Zeytin Dalı' paylaşımı https://t.co/pXHDrfZshp https://t.co/qTYDpXywUo
157,"Omid Shamizi, #İran medyasının ""#ABD'nin #Suriye'de desteklediği terör unsurlarına"" ilgisini değerlendirdi https://t.co/7L7iGtI8nT https://t.co/0H5MZkzT2E"
158,"#Facebook'un kurucususu Zuckerberg, #İngiltere'de ifadeye çağrıldı https://t.co/2p0XkMsp3k https://t.co/DaHiqYDpv8"
159,ABD'de lisede silahlı saldırı: 2 öğrenci yaralandı https://t.co/VzYzCjkqcn https://t.co/044wVwoW0K
160,"Sivillerin kullandığı binalarda tek kurşun izi dahi yok

Sivil hassasiyeti #Afrin’deki binalarda kendini gösterdi https://t.co/56YBjj7ffX https://t.co/Z7fbuBoiYn"
161,#Şırnak'ta 2 terörist etkisiz hale getirildi https://t.co/bwtRxp2HCC https://t.co/NaQqEssEwQ
162,Teröristlerden arındırılan #Afrin'de patlayıcı ve mayın temizliği sürüyor https://t.co/60e5Nqt03H https://t.co/4EThQqcUTj
163,"RT @AACanli: Voleybol Erkekler CEV Kupası yarı final rövanşında Ziraat Bankası, Calzedonia karşısında durumu 2-2 yaptı ve finale yükselmeyi…"
164,Siirt merkezli 3 ilde terör örgütü PKK'ya operasyon: 8 gözaltı https://t.co/BF9tDlmXLu https://t.co/50xcFJeZRo
165,"Dışişleri Bakanı Çavuşoğlu, görevden alınan ABD'li mevkidaşı Tillerson ile telefonda görüştü https://t.co/m6nZFln9Wh https://t.co/qCFSENnmy5"
166,🗓 Yarın görülecek FETÖ/PDY davaları https://t.co/arTWx5BdJz
167,'Facebook hakkında soruşturma başlatıldı' iddiası https://t.co/fWYG1rWQmH https://t.co/nCasYc8aqQ
168,"Saldırı hazırlığındaki 12 terörist etkisiz hale getirildi

PKK'nın #Irak'ın kuzeyindeki terör kamplarına operasyon https://t.co/0fNoPMBGM5 https://t.co/zRCc9pKfZT"
169,"'Telegram, #Rusya'da yasaklanabilir' https://t.co/ZQw5p5YnQs https://t.co/ePDlIaHZUb"
170,Başbakan Yıldırım: Ülkemize yönelen her terör tehdidini kararlılıkla bertaraf edeceğiz https://t.co/fJU2tEQ3g7 https://t.co/apjiWmPx1y
171,Terör örgütü YPG/PKK'dan temizlenen #Afrin bölgesinde minikler özgürlüğün keyfini yaşıyor https://t.co/8yigsh01lM https://t.co/qUfJcKtiz5
172,"Teröristler #Afrin'i yakıp yıkarak kaçtı

#ZeytinDalıHarekatı ile teröristlerden temizlenen #Afrin'de, YPG/PKK'dan geriye çok sayıda tahrip edilmiş yapı ve araçlar kaldı https://t.co/soAiS1Ajsu https://t.co/PQGTJnNBXD"
173,"❝Çiftlik Bank olayında iade ve kırmızı bülten süreçleri başlatılmıştır❞

Adalet Bakanı Gül'den Çiftlik Bank açıklaması https://t.co/4MdYmUfIaN https://t.co/xIcAx4Cz88"
174,Fetullahçı Terör Örgütü'ne yönelik #Bartın merkezli operasyonda 9 muvazzaf asker gözaltına alındı https://t.co/Pigks7zelZ https://t.co/O8dObszBVP
175,"Putin ve Trump telefonla görüştü

Görüşmede Suriye, Kuzey Kore ve Ukrayna'da yaşanan gelişmeler ele alındı https://t.co/EfOoaaIKZG https://t.co/1OkySGwQXZ"
176,#İspanya'da ETA üyesini anma törenine katılanlara gözaltı https://t.co/mfrNoLcY9u https://t.co/Aoxv75ITRR
177,"Gazzeli basketçi kadınlar

Filistinli kadınlar, Gazze'deki tekerlekli sandalye basketbol takımlarında oynayarak ""engellere"" meydan okuyor https://t.co/ZV5iy2pMq4 https://t.co/qSat2ILbWu"
178,"RT @AACanli: Voleybol Kadınlar CEV Kupası yarı final rövanş maçında SSC Palmberg'e karşı setlerde 2-0 öne geçen Eczacıbaşı VitrA, finale yü…"
179,"❝Eşimle çocuk yapma hayalimiz vardı. Çocuk yapma hayalimizi elimizden aldılar❞

Fetullahçı Terör Örgütü'nün darbe girişiminde 15 Temmuz Şehitler Köprüsü'nde şehit düşen Yılmaz Ercan’ın eşinden duygulandıran ifade https://t.co/zeIlyDLgpx https://t.co/uyQokdpiWE"
180,"356 hakim ve savcının görev yeri değişti

HSK'dan mazeret ve ihtiyaç kararnamesi https://t.co/wROxa05zqs https://t.co/bKzWCWq2oC"
181,"Bin Selman'ın iktidar hırsı ve hanedanın geleceği

[Görüş] Samuel Ramani, Suudi Arabistan'ın geleceği hakkında değerlendirmelerde bulundu https://t.co/PU1KUxt3eh https://t.co/KroGJEVVv1"
182,Sayıştaydan seçim zarfı açıklaması https://t.co/9YADuCPayI https://t.co/Lqn5xUNjzL
183,ABD'de bir bombalı paket daha patladı https://t.co/qy4TlGKzdI https://t.co/jbbHN0lCJd
184,Başbakan Yardımcısı Akdağ: Kanalizasyon suyunda uyuşturucu takibi yapacağız https://t.co/vBxWtjW7Do
185,#BosnaHersek'te sel: Çok sayıda ev ve iş yeri hasar gördü https://t.co/dwaC3ZaczF https://t.co/XC8WpPvK7H
186,"RT @AACanli: Adalet Bakanı Gül: ""Çiftlik Bank olayında iade ve kırmızı bülten süreçleri başlatılmıştır, konu savcılığımız ve bakanlığımızca…"
187,"Deniz Baykal, tedavisinin tamamlandığı Münih'ten Sağlık Bakanlığına ait ambulans uçakla Ankara'ya getirildi 

Baykal'ın tedavisine Gülhane Eğitim ve Araştırma Hastanesi'nde bir süre daha devam edilecek https://t.co/OLY0LcjxLN https://t.co/0r5Br8n35c"
188,"❝Kimseden bir müdahalede bulunulmasını talep etmedik❞

#Yunanistan'dan, Edirne'de askeri yasak bölgede yakalandıktan sonra tutuklanan 'iki Yunan askere' ilişkin açıklama https://t.co/qHSSz57i93 https://t.co/wQ4JRmCDrW"
189,Yunan mahkemesinden izinsiz #Yunanistan'a geçen Türk vatandaşına hapis cezası https://t.co/8sgxpMINgV https://t.co/eYtwxraDK2
190,"Suriyeli bebek Türkiye'de yaşama tutundu 

Bombadan yaralanan Suriyeli bebek Türkiye'de yaşama tutundu https://t.co/o1i3RRmEDy https://t.co/UrcU8kl9fh"
191,"Akdamar Adası çiçek açtı

#Van'ın en önemli tarihi ve turistik değerlerinden biri olan #Akdamar Adası, ilkbahar mevsiminde çiçek açan badem ağaçlarıyla ziyaretçilerini ağırlıyor. https://t.co/xJOuksNaLt"
192,"❝#Rusya'ya ait SU 24 tipi savaş uçağı iki hava saldırısı düzenledi❞

#İdlib'deki sığınmacı kampına yönelik hava saldırısında 10 sivil hayatını kaybetti https://t.co/uYPkshBUoW https://t.co/pmysvHgYKr"
193,'Mavi vatan'ın koruyucuları şimdi de nehirlerde https://t.co/mQnxgA18j2 https://t.co/l2pUBotFuR
194,"NATO, TSK'nın başvurusu üzerine Yunan gazetesindeki haberi tekzip etti https://t.co/0L3uWrJwaa https://t.co/PtOny41MCa"
195,Afrinli ailelerin ekmeği Türkiye'den https://t.co/YkQOUIgZ31 https://t.co/Vq0gm9DLls
196,"❝Hava Harp Okulu öğrencileri gelmeden önce bize saniyede 100 kurşun atılıyorsa, öğrenciler geldikten sonra bu sayı saniyede 200'e çıktı❞

FETÖ'nün darbe girişimi sırasında 15 Temmuz Şehitler Köprüsü'ndeki olaylara ilişkin dava sürüyor https://t.co/Yo9bjIi3bh https://t.co/fkXqlE5cX4"
197,"Yaşlı nüfus 241 milyona ulaştı

Dünyanın en kalabalık ülkesi #Çin hızla yaşlanıyor https://t.co/YO674Q1fjW https://t.co/02OZJBnfD5"
198,"❝#ZeytinDalıHarekatı hedefe ulaşılana kadar devam edecek❞

Dışişleri Bakanı Çavuşoğlu, #Fransa'nın önde gelen gazetelerinden Le Monde'a makale yazdı https://t.co/E89sUKfWn7 https://t.co/dkg71AotwO"
199,"IBM, bir tuz kristalinden daha küçük bilgisayar üretti https://t.co/2ppPofVqRv https://t.co/s7jYKtlppn"
200,"❝Üniversitelerin teröristlerden temizlenmesini istiyoruz❞

Boğaziçi Üniversitesi öğrencilerinden #Afrin açıklaması https://t.co/0lLz4HJmtW https://t.co/B6aqckvGkA"
201,"Kılıçdaroğlu'ndan Çiftlik Bank açıklaması: Paranızı alabilirsiniz ama o tosundan değil, BDDK'dan alabilirsiniz https://t.co/98D6Pm3bgZ https://t.co/WP3WZQ66uo"
202,Fetullahçı Terör Örgütü'nün darbe girişimi sırasında şehit olan Prof. Dr. İlhan Varank'ın ailesi tüm sanıklardan şikayetçi oldu https://t.co/aOBZk5zu7o https://t.co/7GBmQAqZIH
203,"Ekonomik zenginlik tek başına ülkelere mutluluk getirmiyor 

Dünyanın en büyük 10 ekonomisi arasındaki ülkelerden hiçbiri dünya mutluluk endeksinde ilk 10'a giremedi https://t.co/HLAyQBYJpi https://t.co/Gq5qmWRe9o"
204,"İsrail hükümeti 'lobi desteği'ni kaybediyor 

@haydaroruc yazdı https://t.co/UEHTRdXHL0 https://t.co/IFqCt4agdL"
205,60 saniyede bugün https://t.co/UGeKNP8DdC https://t.co/nwVjmFKhbY
206,"❝İsrail kızımın davasını dünyadan saklamak istiyor❞

Filistinli Ahed et-Temimi'nin babası Basim et-Temimi, kızının davası öncesinde değerlendirmelerde bulundu https://t.co/T5U9sjXVFv https://t.co/MOrT1dPIKx"
207,Benzine 15 kuruş zam https://t.co/MS8PUVaQZ8 https://t.co/LVaMtLEdvD
208,Türkiye dış ticarette AB'nin 5. büyük ortağı https://t.co/F74xzWVjxB https://t.co/LHug6Dsvnn
209,#Çin'in küresel ticarette 'deniz' hamlesi https://t.co/K5uWex6cwZ https://t.co/eEW3bMObnT
210,❝Benim hamileliğim bir gün sürdü❞ https://t.co/7tiTV5tTf8 https://t.co/Qk5DRG2s8D
211,"#CumhurbaşkanıErdoğan: Türkiye, zirveye ulaşana kadar durmayacaktır https://t.co/VoBQm67vb5 https://t.co/vvFrHmJuFN"
212,Hasan Celal Güzel son yolculuğuna uğurlandı https://t.co/hI6s1aBdr1 https://t.co/MZ6jez0HTv
213,"❝ABD'de radikal güç ve acımasızlık öne çıkacak❞

ANKA Enstitüsü Yönetim Kurulu Başkanı Prof. Dr. Sencer İmer, ABD Başkanı Trump'ın, Pompeo ve Haspel'i atamasını AA muhabirine değerlendirdi https://t.co/B5EBMDEHUW https://t.co/3HSBYePvDH"
214,Enerji ve Tabii Kaynaklar Bakanı: 101 yerleşim yerine daha doğalgaz getirmenin mutluluğunu yaşıyoruz https://t.co/FGqI2c0WuN https://t.co/948YCjwQE1
215,"❝Türk askerini görünce kurban kestik❞

Afrinliler, Türk askerini görünce mutluluklarını göstermek için iki kurban kestiklerini söyledi https://t.co/rpSc8MWqWe https://t.co/hSLQSw2PjS"
216,"❝Artık korku kalmadı❞

Türkiye'deki Afrinliler eve dönüş hazırlığında https://t.co/A6zQ7lGjSv https://t.co/9D3s8CEVTA"
217,"Çerkez kültürünü heykellerle geleceğe taşıyor

#Sinop'ta yaşayan heykel sanatçısı Eşref Baş, Çerkez kültüründe bulunan motiflerle yaptığı heykel ve heykelciklerle, bu kültürün unutulmaması ve gelecek kuşaklara aktarılması için mücadele veriyor https://t.co/qeWGeap7A4 https://t.co/R7HmA3mTw9"
218,#Türkiye'den #Mısır'ın #Afrin açıklamasına cevap https://t.co/PZxuVQf1Jf https://t.co/4jPSlbTsRV
219,ABD'li papaz ile FETÖ ve PKK'nın hedef birlikteliği iddianamede https://t.co/UJtiEA7nuP https://t.co/teXAjUbXLX
220,Terör örgütü DHKP-C'nin sözde 'Ankara sorumlusu' yakalandı https://t.co/VOJElGxuGm https://t.co/lmlhFkNDQV
221,#CumhurbaşkanıErdoğan: Birlikte teröristleri temizleyelim' dediğimizde neredeydiniz https://t.co/bk26flJeJm https://t.co/69lbKMi28i
222,"Tünellerin uzunluğu 400 metreye ulaşıyor

AA, teröristlerin #Afrin merkezindeki tünellerini görüntüledi https://t.co/eN8oMV5hML https://t.co/81PnN8ph2w"
223,Minik kızın 'tek kişilik' koruyucu ailesi oldu https://t.co/Aix7Fyln9C https://t.co/cLXSJPq5VI
224,Şehit Uzman Çavuş Çakmak son yolculuğuna uğurlandı https://t.co/W5OFpT0efO https://t.co/btjnqU26Pl
225,Dışişleri Bakanı Çavuşoğlu: #Afrin'de insanlık dışı muameleye müsaade etmeyiz https://t.co/bNOagtg5vG https://t.co/YyuK2XWpAp
226,"• Ayn Darah
• Basutah
• Burj Abdallah

#Afrin'de üç köy daha teröristlerden temizlendi https://t.co/IT228olnXW https://t.co/QKetjrPNYS"
227,THY'den yurt içi bilet kampanyası https://t.co/CFnHHSL9Nt https://t.co/uRccCLynef
228,"#BaşbakanYıldırım: Nevruz, barış ve kardeşliğimizi pekiştiren bir simgedir https://t.co/7IeLWzx0k2 https://t.co/DPeJdug91v"
229,"Suriyeli bebek Türkiye'de yaşama tutundu 

Bombadan yaralanan Suriyeli bebek Türkiye'de yaşama tutundu https://t.co/y4RZTrihfW https://t.co/4CBX74Ef4c"
230,Türkiye'den BM'nin OHAL ile ilgili belgesine sert tepki https://t.co/KvdSnYzEZt https://t.co/HkiOVzS9vZ
231,"❝Darphane Reşat altın basımına başlamalı❞

AA Finans Analisti Memiş, Türk toplumunun hediyeleşmek için tercih ettiği altında talebin devam ettiğini söyledi https://t.co/VPufp0A7DW https://t.co/EAOctHYf2B"
232,RT @AACanli: #CumhurbaşkanıErdoğan: Zeytin Dalı Harekatı'nda etkisiz hale getirilen terörist sayısı 3655 oldu.
233,Ekonomi Bakanı Zeybekci'den ihracatçıya 'https://t.co/r9eYSRxE8u' çağrısı https://t.co/7PJBeitSt8 https://t.co/kREPYEiOyQ
234,"RT @AACanli: TSK ve ÖSO, Afrin'in  Ayn Darah, Basutah ve Burj Abdallah köylerini teröristlerden temizledi."
235,"RT @AACanli: #Canlı: #CumhurbaşkanıErdoğan, 101 yerleşim yerine doğalgaz dağıtım töreninde konuşuyor https://t.co/ChKSDiD42p"
236,"Dostları Aşık Veysel'i unutmadı

❝Ben giderim adım kalır/Dostlar beni hatırlasın/Düğün olur bayram gelir/Dostlar beni hatırlasın❞ dizelerinin sahibi dünyaca ünlü halk ozanı Aşık Veysel, ölümünün 45. yılında anılıyor https://t.co/gkkhnZkLuf https://t.co/Okn44oXNzu"
237,Karadeniz'in 'gönülleri yaşlanmayan' nine ve dedeleri https://t.co/Q95Xac2M5Q https://t.co/6l97KJnMRA
238,Mazlumun umudu Türk Kızılayı Afrinlilerin yanında https://t.co/Qr0g9i7CLZ https://t.co/r4Ykzzs1Rf
239,"Turkish Cargo 1,5 milyon canlı çipurayı Umman'a taşıdı https://t.co/2xFk6N57U0 https://t.co/xhqQQyPDdL"
240,RT @AACanli: #BaşbakanYıldırım: Bugün olduğu gibi bundan sonra da ülkemize yönelen her terör tehdidini aynı kararlılıkla bertaraf edeceğimi…
241,"RT @AACanli: Dışişleri Bakanı Çavuşoğlu, ABD Dışişleri Bakanlığı'na atanan Mike Pompeo ile ABD Kongresi'ndeki onay sürecinden sonra görüşec…"
242,"RT @AACanli: #Canlı: #BaşbakanYıldırım, 101 İlçeye Doğalgaz Dağıtım Töreni'nde konuşuyor https://t.co/JAvqIoc8Wf"
243,"❝Türk askerini görünce kurban kestik❞

Afrinliler, Türk askerini görünce mutluluklarını göstermek için iki kurban kestiklerini söyledi https://t.co/i9mrWPGqhM https://t.co/fsRdwRjYeI"
244,"RT @AACanli: Dışişleri Bakanı Çavuşoğlu: ""(Afrin'de) Yağmalama veya insanlık dışı muamele konusunda hassasız, bunlara müsaade etmeyiz."""
245,Cumhurbaşkanı Erdoğan'dan 'Dünya Nevruz Günü' mesajı https://t.co/MYeZK0WEb5 https://t.co/mJEPJcJWvc
246,#Ceylanpınar’da 23 terörist etkisiz hale getirildi https://t.co/Gf6ORRcl0E https://t.co/iyblUWGyF7
247,"Kendi kumanyasını paylaştı

Mehmetçik #Afrin'de çocukları sevindirdi https://t.co/w0VqchL0L1 https://t.co/Gk5fWQgJ44"
248,"Zeytin Dalı Harekatı: Kazananlar ve kaybedenler

@muratyesiltas, #ZeytinDalıHarekatı'nın AA için değerlendirdi  https://t.co/FadS4GuWgt https://t.co/si8cAK7JTp"
249,'Her 100 kilometreye bir havalimanı' için son viraj https://t.co/sbAiOIrmKj https://t.co/ECoCM4KzCT
250,"Teröristler #Afrin'i yakıp yıkarak kaçtı

#ZeytinDalıHarekatı ile teröristlerden temizlenen #Afrin'de, YPG/PKK'dan geriye çok sayıda tahrip edilmiş yapı ve araçlar kaldı https://t.co/soAiS1iIAW https://t.co/XGn7th5qfW"
251,"RT @AACanli: TSK: ""Şanlıurfa Ceylanpınar’da Hudut Karakol Komutanlığına silahlı ve roketli saldırıda bulunan 23 terörist etkisiz hale getir…"
252,TürkAkım'da herhangi bir gecikme öngörülmüyor https://t.co/3TuferDk0V https://t.co/K1WjxbVNBW
253,#Afrin'de yerel meclis kurulacak https://t.co/4A2PEiGeJ5 https://t.co/algqQs87MZ
254,"TAI'yi ihracat uçurdu

Türk Havacılık ve Uzay Sanayii AŞ, geçen yıl yakaladığı ihracat başarısıyla dikkati çekti  https://t.co/pLRLX0yjBE https://t.co/6Bf93htxvn"
255,YKS başvuruları yarın sona erecek https://t.co/xw517RLjDs https://t.co/Bp2qkP8Jj5
256,"RT @AACanli: #Canlı: CHP Genel Başkanı Kılıçdaroğlu, partisinin TBMM'deki Grup Toplantısı'nda konuşuyor https://t.co/nWaTqmXbwm"
257,Dışişleri Bakanlığından Uluslararası Kızılhaç Komitesine tepki https://t.co/x2sX6ILa8o https://t.co/5amOhPtdk6
258,"Cumhurbaşkanı Erdoğan, Genelkurmay Başkanı Orgeneral Akar'ı kabul edecek https://t.co/bjreElIUCK https://t.co/UB7cCjc2k0"
259,"Kapana yakalanan ayı kurtarıldı, ardından tedavi uygulandı. https://t.co/vz7qZKOIy4"
260,"❝Elektrikle ayaklarımı yaktılar, burnumu kırdılar❞

Afrinli doktor YPG/PKK'nın işkencelerini anlattı https://t.co/agdk1P3mat https://t.co/xHzoOYhbSX"
261,#CumhurbaşkanıErdoğan: Birlikte teröristleri temizleyelim' dediğimizde neredeydiniz https://t.co/bk26flJeJm https://t.co/kmm7m10Weo
262,#CumhurbaşkanıErdoğan: Hasan Celal Güzel ağabeyimiz mazlumun yanında yer almıştır https://t.co/Epppe7TJNq https://t.co/p2wxfoTDQ6
263,"Sivillerin kullandığı binalarda tek kurşun izi dahi yok

Sivil hassasiyeti #Afrin’deki binalarda kendini gösterdi https://t.co/56YBjiPEop https://t.co/aHgT3vn5Km"
264,"AİHM'den, Alpay ve Altan kararı https://t.co/78VWWkVVUa https://t.co/SUejGj56Ba"
265,#Afrin'de bomba ile tuzaklanmış araç imha edildi https://t.co/2kWTgHguCc https://t.co/0o4IQl5sVf
266,"RT @AACanli: Cumhurbaşkanı Erdoğan, saat 16.00'da Cumhurbaşkanlığı Külliyesi'nde Genelkurmay Başkanı Orgeneral Akar'ı kabul edecek."
267,"❝Türk askerini görünce kurban kestik❞

#Afrin'de yaşayan 60 yaşındaki Melek Salih, teröristlerin ilçede olduğu süreçte büyük sıkıntılar yaşadıklarını söyledi https://t.co/WqmDO43zHZ https://t.co/NvY7PqCHA3"
268,Tüketici güven endeksi azaldı https://t.co/2uNLIAYXFH https://t.co/uIv6yVzgPY
269,TAEK'ten 'nükleer madde' açıklaması https://t.co/46WVSjBZIE https://t.co/hQB6HR3EBR
270,Hasan Celal Güzel için TBMM'de tören düzenlendi https://t.co/n46U789O32 https://t.co/ESJyBC5Z9e
271,RT @AACanli: #CumhurbaşkanıErdoğan: Çatlasanız da patlasanız da Türkiye'yi durduramayacaksınız. 2023 hedeflerimize engel olamayacaksınız. O…
272,Mehmetçik #Afrin'de sevgi gösterileriyle karşılandı https://t.co/xzImeOfdT6 https://t.co/SHBeGg01jp
273,"RT @AACanli: #CumhurbaşkanıErdoğan: Eğer bizimle stratejik ortaksan bize saygı duyacaksınız, bizimle beraber yürüyeceksiniz. Bir de bizi al…"
274,"RT @AACanli: #CumhurbaşkanıErdoğan: Amerika'dan sözcü açıklama yapıyor, kaygılıyız diyor. Biz size kaygılarımızı ilettiğimiz zaman, gelin b…"
275,RT @AACanli: #CumhurbaşkanıErdoğan: Etkisiz hale getirilen terörist sayısı 3647'ye yükseldi.
276,"❝Geriye dönemezdim, bırakamazdım❞

Binlerce seçkin video ve belgesel #YouTube kanalımızda ➡ https://t.co/kAKshIjJlu https://t.co/SGjRRBJ4rO"
277,"RT @AACanli: #Canlı: #CumhurbaşkanıErdoğan, AK Parti Grup Toplantısı'nda konuşuyor https://t.co/DnKCDCmibX"
278,#Afrin'deki ailelere insani yardım https://t.co/K5JbU37U48 https://t.co/wjyzYepJTT
279,Kaynak Holding'in FETÖ yöneticilerine ilk dava https://t.co/WPGPzd7SqF https://t.co/c3vcXK9gUS
280,#Kayseri merkezli 18 ilde FETÖ/PDY operasyonu https://t.co/OXCDADhKgK https://t.co/z12nAWQdER
281,RT @AACanli: Hasan Celal Güzel için TBMM'de tören düzenleniyor https://t.co/yoafnxlFG4
282,#Fransa'nın eski Cumhurbaşkanı Nicolas Sarkozy gözaltına alındı https://t.co/VBZ4B0BrS0 https://t.co/jIsw0EOTMg
283,"#CumhurbaşkanıErdoğan: Bir gece ansızın #Sincar'a da girer, oradaki PKK'lıları da temizleriz https://t.co/TjM9kmWhXE https://t.co/y427rI3c2A"
284,Şampiyon adayı taylar dünyaya gelmeye başladı https://t.co/hZLfMwCqYj https://t.co/bjwuVBvrXn
285,#ZeytinDalıHarekatı'nın 58 günü https://t.co/ViaFnbXlk6 https://t.co/5Uvzo2vsw5
286,"❝Anlamak ve iyi niyetle bağdaştırmak mümkün değildir❞

Dışişleri Bakanlığından BAE Dışişleri Bakanı'nın açıklamasına tepki https://t.co/pAklLYXdoy https://t.co/G5tYty073X"
287,"Afrin'in kontrol altına alınmasına giden yol

TSK ve ÖSO'nun terör örgütleri YPG/PKK ve DEAŞ'a karşı yürüttüğü harekatta #Afrin ilçe merkezi ve tüm beldeleri kontrol altına alındı #ZeytinDalıHarekatı https://t.co/wA7YsusEAe https://t.co/zDodLOkMNr"
288,"Gazzeli basketçi kadınlar

Filistinli kadınlar, Gazze'deki tekerlekli sandalye basketbol takımlarında oynayarak ""engellere"" meydan okuyor https://t.co/ZV5iy28b1u https://t.co/6r8zSn057E"
289,"Türkiye ve dünya gündemi, lider programları ve uluslararası etkinlikler #Gündem sayfasında: https://t.co/evn8Q34CcO https://t.co/tIfDTUk9XP"
290,🗓 Bugün görülecek FETÖ/PDY davaları https://t.co/GtxdxX2DZW
291,#ABD Başkanı Trump'tan nevruz mesajında İran'a tepki https://t.co/tfufKwX8Hw https://t.co/ujrtK8kNA1
292,Başbakan Yardımcısı Bozdağ: ABD Zeytin Dalı Harekatı’nın mahiyetini hala ya anlamamış ya da anlamak istememektedir https://t.co/0xg3E1VAH3 https://t.co/2jnviaBO0x
293,"RT @AACanli: Başbakan Yardımcısı Bozdağ: Türkiye kınayıcının kınamasına bakmadan, kimseden de takdir beklemeden bildiği doğru yolda ilerlem…"
294,RT @AACanli: Başbakan Yardımcısı Bozdağ: Türkiye’yi takdir etmesi gerekenlerin
295,"RT @AACanli: Başbakan Yardımcısı Bozdağ: Türkiye sivillere zarar vermeden, yerleşim yerlerini yakıp yıkmadan bir askeri harekatı başarıyla…"
296,"RT @AACanli: Başbakan Yardımcısı Bozdağ: Zeytin Dalı Harekatı’nın DEAŞ ile mücadeleyi zayıflattığı iddiası temelsizdir, yalandır."
297,"RT @AACanli: Başbakan Yardımcısı Bozdağ: Zeytin Dalı Harekatı'nda sivillere zarar verilmemiş; su, gıda, ilaç ve benzeri ihtiyaçlara erişimi…"
298,Uber'in sürücüsüz aracı yaya ölümüne neden oldu https://t.co/fmz8v4mUeK https://t.co/ABasTQCsHo
299,RT @AACanli: Başbakan Yardımcısı Bozdağ: Zeytin Dalı Harekatı masum sivillere veya Kürtlere karşı bir harekat değildir
300,RT @AACanli: Başbakan Yardımcısı Bozdağ: Son açıklamaları göstermektedir ki ABD Zeytin Dalı Harekatı’nın mahiyetini hala ya anlamamış ya da…
301,"Hizmetli unvanlı şehit yakınları, gazi ve gazi yakınlarına yönelik genelge yayımlandı https://t.co/amyN7O6F9s https://t.co/B2bsSq4R15"
